first_name,last_name,grade,gpa,gender,date_of_birth
mUzk,qOAYhE,5,2.81,F,7/7/2003
BNASCAw,cmJETIim,12,1.65,M,19/12/1997
UM,ICbi,4,0.65,F,21/10/1998
ESuKE,CdlBw,2,1.13,M,11/8/2013
eQKWnHRdLu,HXziAtA,8,0.07,M,14/6/2004
wmnYzDluow,rCROgFD,10,1.73,F,13/5/2014
mTXf,Hev,1,0.28,F,9/2/1996
gHoK,FIwtcBy,5,1.68,F,2/2/2002
YrMjlTNau,HmDUkYL,7,0.06,F,5/2/2010
Fe,RBwh,7,1.7,F,25/10/2004
PgNwSZGK,QtouqgvuI,2,3.35,F,14/4/2007
hklEzFbK,GFRtMFbHWB,1,3.45,F,24/9/2006
vbaiPeHboi,Zf,9,0.29,F,13/7/2012
BeHRbhj,EqE,8,0.73,F,27/8/2013
atLTfpuLQu,FL,4,2.18,M,12/1/2002
blXScqEoQF,STVfDTpGLU,12,2.14,M,10/11/1998
whBw,cKCPVe,7,3.98,M,3/5/2007
CEq,uJkcpltmnY,4,3.49,M,12/7/2001
PqN,kpkpOlyO,12,3.9,F,6/11/1995
Ulys,NsiCDqt,8,1.84,M,20/4/2004
PVA,jDzQPN,3,3.06,F,17/12/2010
fGA,RIF,7,1.17,M,7/2/2011
iAFiPud,TGevR,7,1.48,F,26/9/2008
aJsFkmQwny,zfJSyPcQ,2,3.64,M,19/3/2013
mJaR,hsAdu,6,1.32,M,27/9/2004
uLRF,Req,10,0.9,F,13/6/2009
xNxEcoa,loicmtQPX,12,3.73,F,24/6/2003
uWMiMJjyKk,PIkNRgj,12,1.76,F,28/11/2011
sbvIf,FftPIcGBEs,4,0.57,F,5/5/2014
IuwhN,Lm,12,1.95,M,8/8/2012
JSlZr,cqaJWVVGw,1,2.2,M,11/5/2012
HT,fESWLkAmlW,3,3.58,M,17/3/2005
WCBJb,VcPp,11,0.04,F,26/1/2007
lp,oEFCeu,10,1.52,M,9/11/2007
DZIFG,KAF,7,1.01,F,20/7/2009
tKBTX,wGWbZrB,3,2.29,F,6/6/1999
tlP,hkWbvuKpC,12,3.28,M,22/3/2000
QrKeFWN,SQvzrgp,12,0.3,M,17/6/2002
PBqyLUWJw,YkxYDIa,3,1.94,M,13/8/2010
LUdMkY,AEbjpnLrn,4,3.91,M,9/1/1996
hZdkAdSr,nLPbKv,4,2.99,F,18/2/2014
tEyE,rDHcmJxB,3,2.33,F,3/7/2005
MlWY,PQEen,1,0.82,F,25/4/2015
dp,UvOefA,5,0.69,F,11/11/2008
IrH,BBAKBjXQB,2,0.24,F,3/4/2003
hpUfdS,JWlK,7,3.31,M,20/3/2011
LrYh,fylkF,2,0.96,M,2/9/2015
ajVE,doTWN,12,3.58,M,14/5/2001
ZsX,rGc,2,0.82,M,28/9/2012
evHj,wBjR,11,1.19,M,6/3/2011
AEjgvS,XgSee,3,1.94,M,9/10/2010
hjZf,KkAryM,8,0.85,F,16/9/1995
roQFnL,QO,11,3.3,M,19/6/1997
msSyR,bpnqaItz,8,3.78,F,24/12/2010
qFPwRzx,AxYAiW,3,0.97,M,26/2/2015
WG,XNUNipQ,2,2.88,M,24/2/1998
WoblrstF,rCRzbcPdv,3,1.88,M,24/8/2013
Fs,Sz,8,0.48,M,4/12/2000
ZKOeVwtL,LHnvJYXt,9,3.29,M,15/10/1995
gFU,evr,10,2.5,M,12/6/2014
qqVuJer,urHdAkw,3,0.17,F,4/10/1995
tm,JrpwFVXc,1,3.92,M,10/7/2000
BmEheIN,ofGNA,9,2.73,M,17/12/2015
JtqiKZurK,UogElqPrz,7,0.26,M,11/12/1999
eRWDTrOWoL,opyvjRf,8,2.21,F,12/10/1997
vlKXXfWQql,sg,6,1.99,F,8/4/2014
AiRgbnKFP,nRr,6,1.86,M,10/5/2015
vYOdQbo,zwJh,4,0.43,F,10/4/2006
ucVhTVOWE,gBv,12,3.95,M,28/11/2006
XOAfY,zOHKXGs,2,2.89,M,17/12/1998
JdVJ,ARnmQIXlkz,8,0.74,M,17/11/2006
Kta,vDAi,7,2.41,F,2/11/2008
ncobv,mwHFRR,3,3.62,M,8/6/2003
CeMae,quZsoSlOl,11,1.52,F,7/12/2014
DNPlMeUls,ltL,12,3.57,F,28/6/2002
pJTYe,IP,11,2.3,M,13/9/2013
lfHorRi,XFXvUgg,4,3.03,M,15/4/2014
wfZtbYVHe,WAfvZyk,10,0.92,M,19/12/2002
RKzoL,XtKaZ,7,2.8,M,5/5/2013
Ise,DCFLCGPX,6,2.28,F,20/11/1998
UP,fZWllrHnaA,3,3.14,F,19/3/2013
pfSrw,CUxmdo,3,3.22,M,23/2/1998
NTYfq,TLNCdMgwz,7,3.23,M,23/12/2000
OsMzwJwu,qbBUzDQBkG,7,2.14,M,4/9/2007
tDakTCYkt,MVAFIYcG,6,3.91,F,13/11/1999
AUr,BGVBKt,2,2.73,M,4/5/2006
DUN,fhYW,3,2.5,M,1/4/2008
vzjfw,LDy,1,3.5,F,20/12/2015
PjwEjlNwq,FJOm,11,1.82,F,9/12/2009
CrAXUTruD,bwoV,12,2.93,F,28/9/2003
MQKAwc,SXrHYOYzzx,4,1.76,M,27/7/2006
mM,WaNOM,12,0.13,M,28/3/2014
eTMW,vLJg,8,0.06,F,27/7/2014
YKx,OA,4,2.29,F,21/2/1995
KCbMYEbDKa,mS,3,0.28,F,27/8/2004
wnjpjB,MFgArRMwlE,5,0.99,M,11/5/2008
QGABDle,Usoerfqe,9,0.01,F,11/6/1995
LylRca,dMmAGdBr,10,0.82,F,19/11/1999
FDzrc,aaNJnsUlpD,3,3.82,F,25/11/1998
jSxHjgcpBw,XzGwsqfXh,12,3.7,M,6/4/2008
pkwDb,QTdSFVQ,8,0,F,8/3/1999
DYwECGLvXc,SqVzZPmR,2,0.53,M,14/8/2011
fCeNHQOkG,pkjLZrycT,8,0.53,F,21/3/2003
kAiBjryBFX,wHQ,5,0.56,F,7/8/2007
oq,NmX,11,0.63,F,14/5/2000
LZZUvl,vNScFBgiO,6,1.55,M,20/5/1998
QBBJdHMd,WhmSu,7,1.74,M,5/8/2008
MdN,XfbJQLPG,10,0.02,M,10/1/2013
LfqLwcNOgo,fUDimAYfoW,10,0.28,F,27/2/2003
soyLH,gauYcFiMo,3,2.26,F,28/7/2014
lCNcJlvWZ,bFtwPdzI,4,2.64,F,9/7/1996
sOV,ICtl,10,1.2,F,16/9/1998
fhSJOf,pH,4,0.63,M,13/8/1995
wu,Jdsa,12,3.33,F,15/7/2001
TAclV,YBRKX,10,0.2,F,10/4/1995
qBEgthbq,PGMLGhLS,12,3.2,F,15/1/2009
YktvPKrhG,EOcVxql,3,2.48,M,28/1/1995
GDlFQN,CD,7,2.45,M,4/11/2007
uQqGDJ,mqdnQQl,11,3.01,F,19/9/2003
HLsghGieS,reR,11,0.56,F,10/11/2000
GqzdJL,SMcwnWer,6,0.07,M,9/5/1997
isUsjlU,mnwBy,2,2.55,M,20/1/1998
tcuo,xalAAAx,12,0.13,F,12/5/2001
RnVkbmozg,XBk,10,2.55,F,20/12/2000
ygvvZRAsj,Gg,12,1.87,F,21/2/2012
qCG,CRpsi,3,2.05,M,12/7/1996
PuoPKP,SglPLvez,4,1.57,F,14/12/1997
xPO,fwEZtl,8,0.28,F,17/6/2014
kVprJheLfv,Jfo,7,2.17,M,23/5/2003
DInxNTaA,OPrk,7,1.66,F,1/9/2002
ixdZHEpB,NRpebF,10,1.36,M,6/4/2010
YEWEJoZ,VLw,11,3.92,F,10/6/2003
hVfnsoMV,AGvenluTZk,2,2.24,F,12/10/2013
jkeyzXmGiX,SbBzWy,6,0.42,M,2/7/2006
KyXcWxUq,gpaxVVQhI,5,1.06,M,3/2/2004
Kq,OCEBrBKZ,7,0.69,M,10/12/1995
LhMNpqXk,pehYuqZma,9,1.18,F,24/12/1999
wh,mswbogeemH,4,0.2,M,10/7/2000
giTEgs,YDHQDbk,7,2.83,M,25/7/2015
aEtGyvHs,JATYOQDz,8,0.32,F,16/1/2015
LY,ONB,9,1.91,F,2/9/1995
osJgEF,kwBdFqB,1,2.71,F,25/6/1997
UgjxkXdCy,GOeKieP,5,1.49,F,7/3/1996
Ou,LPC,9,2.1,F,20/8/1997
Lvx,tusTit,12,0.23,F,1/10/2010
tsr,eRjrXrN,10,3.82,M,3/8/1995
vtz,bXkqBEIA,1,3.09,F,26/5/1997
IsYqktpil,uY,4,3.66,M,17/9/2011
cMrz,yBsvs,3,2.57,M,26/8/2010
JfNNyAcO,nQGrik,9,1.9,M,25/3/1995
PGodXGxN,BfrWecdnq,5,2.97,F,7/5/1996
LCuqK,Ps,12,0.04,F,4/2/2013
wwC,rlW,7,0.83,M,27/2/1996
VKQlM,ZzkVzWsWtM,1,3.41,M,7/9/2007
zsJvdHBPgw,uWs,6,3.09,M,10/5/2013
houUDJpjd,HhjGzDH,6,2.79,M,19/8/2000
Ea,Mr,10,0.6,M,9/12/2014
xMxyxnV,nVuIv,11,2.65,M,26/4/2013
AGEDfgGTPv,nkgtc,8,2.15,M,7/1/2003
lcjXdvDXN,ZPaiccuG,2,2.43,F,11/6/2000
UMTzTB,uhlm,8,2.4,F,6/6/2006
OhaPvCA,diVwLhXsh,2,1.15,M,28/11/2000
cp,ACEXysGrWp,6,0.89,F,10/7/2005
SHoJtHhd,qjmhZkOQ,10,3.37,F,16/5/1998
UoKxAti,rBxqOecqu,4,0.64,F,26/2/1999
KrceaQGQE,ATmEZ,2,1.74,M,3/6/1999
tFSWQjLoBb,ACoieyuMPe,5,0.19,F,20/11/2014
IDpTxFZQ,jqGmkav,3,2,F,5/11/2014
OqpxYph,iTP,6,1.85,F,14/6/2008
IbEzYtFe,dTbXymE,5,3.26,F,23/8/2005
xHeNZiyxq,uZblL,8,3.91,M,12/10/2015
BOd,vlgCe,5,2.05,M,2/5/2007
qdzrZ,Tb,5,3.28,F,7/8/1996
xZBeybHS,uhZqCgfO,3,3.63,M,27/7/2015
WVspOew,gYWBe,4,3.43,M,8/11/2006
yqUBWuQf,hmF,11,0.11,F,8/4/2015
GIXgnn,xSB,5,0.84,M,16/6/1998
vM,uyagQfk,10,3.58,F,17/2/2004
NxaxjNl,rvp,11,2.95,M,1/3/2006
WpGqYAMXjw,MVLV,10,3.34,M,11/7/2012
Jwe,KJElSAW,3,4,F,14/11/1997
sJUMwTie,At,1,3.16,M,1/10/2013
jEd,TkLshCTVZ,12,2.95,F,25/8/2007
RePEGq,bAt,3,3.03,M,2/5/2009
Vza,eqZeTLsm,12,1.58,M,2/6/1998
cty,ruR,11,1.67,F,8/2/2011
AG,DCPCfMd,7,0.11,M,1/9/1999
kTMlVdM,lTRfhVWHpc,10,1.71,F,7/8/2006
yK,wljvoUIT,10,3.52,F,5/8/2004
xyx,OtdTZHj,3,3.25,F,12/8/1997
qZlrQ,KRmILi,8,0.05,M,25/8/2015
cllRFHIe,vjFQ,6,3.13,F,4/6/1996
CVUqCHdyF,lOzRtwEfNw,1,2.9,F,11/2/2011
VOP,HDU,10,0.26,F,21/2/2003
gyTXU,YpUevQjL,11,1.64,F,19/9/2010
SGcfpuS,XXjHPHXz,9,2.11,M,15/10/2012
hlIdz,vbhgjpkn,11,3.63,F,12/11/2010
NYXMmGEqx,mF,7,3.13,F,27/7/2014
bDTrpQCEqo,IH,1,3.1,M,28/1/2003
bLOJoey,AjA,11,0.22,M,21/11/2006
SgltqOUtIp,aWifE,10,1.14,F,8/5/1999
XLiStFvyaS,vPFnw,1,0.92,F,11/11/2005
DE,ZTZoK,9,0.7,F,18/4/1996
myxERcs,sXTXPnmio,10,3.37,M,6/1/2007
CfPY,RUBbBjyYFb,2,0.8,M,10/8/1999
ywLdTQR,veXK,5,3.06,M,17/12/2003
qQoZX,zkjbvIDQpp,9,2.77,M,27/11/2001
dfkY,HqtGQIQQDR,4,1.76,M,4/9/2000
vJcv,rdjp,12,3.93,F,9/8/2001
mXqza,tMXJ,9,0.13,F,17/12/2008
ReLt,XJoZ,2,2.92,M,21/8/1995
lPffbmeVR,CDdsYVPD,5,2.71,F,19/2/2005
cXay,eVqjtUGqXe,9,0.2,M,9/10/1997
ZYk,GLtjFM,2,3.06,F,15/4/2000
iRPWmfbSSF,BwrlIfmf,3,1.98,M,15/1/2011
aSoMyW,RYgOJWF,9,0.18,M,18/12/2003
qfMclqWzL,iIHkZBPBpn,10,0.85,M,4/2/1997
XhqGSUi,QWWw,4,3.3,F,23/7/2011
zX,CqSr,6,3.8,F,10/2/2009
TX,mLWf,10,3.58,M,13/1/2011
vnqrAjRER,ZBqOa,9,1.84,F,3/6/2013
qEDOByQ,jxZt,12,2.03,F,23/3/2008
thaVm,VChX,11,1.01,M,28/7/2007
fpX,xfVwLOh,2,2.65,F,7/3/2014
xnm,dGYtsIvPQ,9,1.74,M,2/1/2001
MqCsxaPpsu,mxHwEBcQVB,7,0.56,F,1/3/2000
ssfdKczf,gEa,10,1.5,F,15/4/1995
rapS,RrMSoP,10,1.18,F,1/5/2000
vFTkg,XEQMSUivDj,9,0.29,F,8/1/2003
DFI,LgliMwpJSE,5,1.71,F,19/7/2004
pDR,PlPpluQ,3,2.36,M,7/2/2003
zusFC,pRbj,11,2.13,F,22/1/1999
uHQERQcnmp,zb,6,0.54,M,28/1/2015
npfolVcpE,iHHXvRRIH,3,1.2,M,26/12/2001
hBvxWrud,ZJcuWyLjfp,10,0.52,F,1/8/2009
SP,vEFBpSFUI,3,0.47,F,10/6/1995
CUeGJBE,UwUzXPw,12,2.4,F,11/9/2007
BGXjA,fmEQyMEK,4,3.12,M,15/11/1996
iSXGwYBQtk,IaVrm,3,1.64,F,18/2/2011
dZOHjLxR,lKq,8,1.23,M,18/5/1995
yH,ONICPBQJa,6,2.96,F,27/5/2002
BrIUKzbOMY,DP,3,3.3,M,26/1/2006
HoXP,yhSMMJ,3,3.76,F,24/10/1998
JCcUuIFr,bAcDuDIN,12,0.49,F,27/11/2005
NEYyjXX,zj,6,2.13,M,27/4/2014
GgkLn,IHaX,2,2.1,M,28/1/2004
dDXJzhlSw,PkychzRoxe,7,2.62,F,21/10/2012
LnJNIA,OYEPOPmRiT,9,2.78,F,8/7/2015
WiJ,Ab,7,1.74,F,22/4/2010
OeSeAPM,vj,2,3.23,M,7/6/2014
EPMRMOtTSQ,SlU,2,2.24,F,6/11/2013
YtsfUSql,NVLyrFdLk,7,3.63,M,24/5/1995
gnKhBZTcsn,HiDDTmK,6,3.56,F,24/8/2014
eBwvVDLtO,wMavzcH,10,1,F,15/5/2001
viRWb,OK,2,3.51,F,10/1/2004
rW,DDxKjunFVR,3,2.25,M,16/2/2011
cA,fdlc,12,1.48,F,22/12/2001
tcaz,zLUM,1,3.82,M,3/4/2009
gUgWf,wC,6,3.33,F,26/3/1998
MN,xauJbhDy,6,2.55,M,13/12/2003
RYUdL,bu,12,2.35,F,20/7/2007
dpMVqoEZYV,qVj,4,1.05,F,12/5/1995
ZNKXTih,SisXAqwP,7,2.4,F,13/6/2011
KhcjEfu,cJVBCWBRl,7,0.94,M,11/10/1995
tjyanxsEnE,TlMYa,9,3.81,F,22/3/2007
DWjUgOgpUe,tvPgL,2,3.68,F,25/10/2004
BPtS,KLhDVp,6,3.37,M,16/4/2004
mJ,uqqZwJt,1,2.11,M,2/5/1996
ZJahJEds,FuQhuIv,3,2.59,M,23/5/1997
LoTgRKVMD,MrDyEXUnEp,6,2.79,M,28/11/1999
AQxDcJF,btuDZgjLY,9,0.34,M,19/9/2005
QIm,Gaa,9,2.59,M,18/2/2014
oCBeHK,hLIAwEarEU,1,1.21,F,8/6/1996
ZcvWos,QecVim,5,1.27,M,4/9/2005
XoOo,ScLNy,8,0.06,M,12/2/2003
qkCmNTGkO,EUBZRnC,9,2.16,F,11/6/1997
GRxPtDE,tsTMqC,7,1.31,F,21/1/2002
piS,ExihWCDk,3,3.94,M,13/8/2001
az,HXtnFWsK,1,3.97,M,18/3/2009
OBUyDdJ,TKivtf,8,2.44,M,2/3/1998
mtqnQo,BWImqSq,5,3.26,M,20/4/2011
ARrxEV,mE,2,0.09,F,6/5/2004
xYo,ZOyj,5,1.78,M,22/2/2006
glMZ,EkWv,6,1.98,F,12/8/2004
cbQ,XE,5,1.04,F,11/3/2000
IcKXCASYfB,pNZiZRGyjt,4,2.18,F,12/12/2009
tzAsasF,HZG,2,2.73,M,26/6/2001
MOVUYNX,th,7,0.03,M,21/2/2000
wfjBuFrG,IOdvI,8,3.08,F,27/9/2013
ddvzsZ,zrfMOIEvof,5,0.72,F,6/9/2011
WQPTLIP,tWYMOLvCYa,5,0.35,M,23/7/2002
pPQcSPeaI,scHlyzl,7,0.29,M,26/5/1997
yMR,GGSincZCpN,8,2.09,F,9/12/2012
iFZjlAtQ,XcIdenLMGj,11,3.4,M,12/5/2009
DcmHTGPeHB,JEDicDkNn,3,1.77,M,16/6/2012
mNzVSpNjJ,RVjcv,7,3.82,M,10/7/2009
KXCnfyhSx,oEHaUHD,10,2.44,M,12/6/2004
gAw,EpHmksi,9,1.99,M,26/3/1999
bNdAtvoZsY,Zm,3,3.25,F,3/12/1996
VydNlAwf,GCHxDhs,5,1.95,M,27/6/2002
OkxPfYnN,NsniLsxSZN,7,3.43,M,11/2/2014
Hpss,zN,3,1.59,F,1/4/2008
aFC,MctsmFpNMm,5,1.54,F,16/7/2008
wSFEDjCBG,ryjdZgvUdw,8,1.41,M,15/4/1995
rkfw,xVLMFu,7,2.34,M,15/11/1997
UcpChPdAY,gNIdocRMHx,9,3.63,M,2/4/2006
AXZtBjhz,zFbMx,9,0.44,F,20/11/2014
twYin,xeRVLUd,4,1.53,M,9/8/2013
mwAgmunK,oFZNGoJ,2,1.23,M,27/5/2010
cg,AHSQ,10,1.88,M,26/9/2004
qjp,MrvE,3,2.01,F,10/2/2003
DXC,ankIiH,10,1.38,F,14/3/2000
krpVMtsdk,pDRZUZQsTc,1,1.73,M,10/7/2005
Cs,jr,1,2.76,F,25/6/2011
kfrUItL,nV,12,1.04,F,11/3/2006
tgCnV,rErZda,2,0.21,F,5/8/2004
rEzMwpymkE,frEqsP,10,2.61,M,27/9/1995
FNlQQU,TEYOu,6,2.31,F,28/7/2005
xDggx,BdtzSdu,8,1.35,F,20/9/2013
acOtWD,GvcRZn,11,2.22,M,7/8/1999
vcmoAQi,dkbAUhxX,5,1.99,M,21/3/2014
aLPyrY,Zv,1,3.71,F,6/7/1995
oK,wAcACEqM,12,0.08,M,9/9/2002
dIywcjIoX,lRA,5,2.43,M,11/2/2006
VmUe,oqFkTXAKV,8,3.55,F,27/11/2014
ykZ,ZizYMf,4,1.56,F,4/9/2011
dWvAHAFb,asGZHBcZT,5,3.23,F,25/4/2012
eQpfDZta,ARbIoEyb,6,0.68,F,4/8/1999
oKIwjsGnQ,clXRAFllPd,10,3.54,M,28/2/2015
QEp,tDHSzLDD,3,2.84,M,22/10/2005
GQKAxVV,WvfVW,8,2.35,M,24/10/2000
eSg,kJDFHKV,9,3.47,F,11/4/2005
ifYaqCsmsh,lqQzg,2,3.96,M,16/11/2000
Oi,sihuHSKkcR,11,0.78,F,24/2/1996
pF,FVMZwEZk,5,1.7,F,5/1/2008
UKwb,lg,12,2.39,M,7/5/2011
HPvSOvYW,FwEJLxJUNJ,9,3.74,M,3/4/1995
xaZ,OYFxtwaX,6,3.88,F,11/7/2005
EsrXUKcC,jNEBPUZZ,3,3.1,M,9/6/1996
zKEixu,QkAsS,1,2.87,F,23/9/2006
BhLXj,mVN,11,3.76,F,6/4/2013
WdHivA,GjwrtO,1,0.06,M,24/12/2002
BuYVoALT,MEalezV,8,1.54,F,2/8/2001
Xc,AVuPNbiT,8,0.16,M,16/6/2007
CjW,mnCBjk,1,3.26,F,18/10/2003
KCTIFMC,ca,2,0.01,F,21/8/2010
eMGk,xRIeHBPeu,12,1.62,M,14/11/2002
cyqVNpLy,cw,1,3.64,F,3/4/1996
ZDfHfrmXbB,gCkwks,6,1.67,F,23/5/2003
xCFNfMb,JZZZNBSQt,7,3.9,F,2/9/1995
CP,wyy,2,3.78,M,21/11/1999
eGWMSU,mQ,7,3.4,M,26/5/1997
DNQxRKE,aR,8,0.59,M,8/4/2015
AMrqtatI,uaYBBztv,7,3.59,F,28/2/2014
Kzlvn,uhVEKlvAGR,3,0.23,M,5/7/2014
PmOpRzKS,NkVZftm,5,1.83,M,8/11/2011
guiZKtOXT,tW,2,0.65,M,17/12/1998
RyV,qbUanZvr,5,0.11,M,21/10/2003
HCOpCV,krJDm,6,2.21,F,5/5/2010
iHF,sGuNtkb,8,3.83,F,7/3/1999
EtLclEz,ebFsbQVL,11,2.33,F,21/5/2013
GPVniu,BPg,3,2.99,M,24/10/2009
iDValJsM,yiwtLDl,6,1.07,M,23/3/1997
SndnNMkP,xDDoK,7,3.09,M,17/9/2009
seUbzwR,yaNKYwYM,10,0.05,M,24/9/1995
sQkhYCSgP,cVWIu,2,2.42,F,25/9/2008
YVJVki,lHpliel,2,2.3,F,3/7/2000
WDvNWQLHjg,UC,4,1.21,M,11/5/1995
WeSompFF,SAxOROu,3,0.87,M,16/5/1999
RdGMIRsHlz,fXE,9,3.11,M,26/6/1995
RkbNbofx,hIrzsPh,7,2.55,M,18/2/1999
GGSTJgbn,xmBcAFDm,9,0.85,M,10/4/1996
sLRPFzl,zJC,4,2.11,F,18/6/2014
afHhs,tNxMNljtB,4,2.13,M,20/7/1997
YNeVnUC,gHHFPuIv,6,2.22,F,1/7/1998
rSSUkC,PKz,6,1.39,M,17/3/2001
dJhAEa,oclpyoSTu,8,0.84,F,7/2/2001
oGLqiBKZ,UPDOXEuOP,1,3.23,M,16/8/2008
snCD,NSniPoLbXR,10,0.48,F,7/10/1998
lRs,XZ,8,0.14,F,26/3/2000
lHFRp,ryojz,5,1.23,F,11/9/2008
FMQcniuiDA,pn,4,0.55,F,3/5/2008
jxx,OrbxcrpsG,4,3.59,M,23/11/2006
VnbX,ebOfpYb,12,1.85,F,7/8/2011
XacuOkyWXI,mdSd,2,3.01,M,17/3/2013
